Name,oldest_sequence,newest_sequence,number_taxa
UK802,2020-04-19,2020-05-14,3
UK524,2020-04-19,2020-04-19,1
UK2035,2020-03-31,2020-04-20,3
UK1913,2020-04-03,2020-05-14,36
UK938,2020-04-10,2020-04-24,3
UK122,2020-04-01,2020-04-01,1
UK612,2020-04-02,2020-04-19,2
UK1954,2020-04-01,2020-05-17,3
UK1571,2020-04-20,2020-04-20,1
UK430,2020-04-22,2020-04-22,1
UK860,2020-04-20,2020-04-20,1
UK1235,2020-03-30,2020-05-07,19
UK591,2020-04-14,2020-05-03,3
UK180,2020-03-25,2020-04-16,4
UK1331,2020-04-12,2020-05-05,3
UK1650,2020-05-06,2020-05-11,5
UK2078,2020-04-05,2020-05-05,6
UK362,2020-05-02,2020-05-02,1
UK317,2020-04-22,2020-05-11,3
UK1518,2020-03-31,2020-05-15,5
UK1325,2020-03-31,2020-05-17,7
UK2027,2020-03-27,2020-06-02,5
UK1582,2020-06-16,2020-06-16,1
UK1364,2020-06-16,2020-06-16,1
UK1304,2020-05-17,2020-05-17,1
UK2137,2020-05-20,2020-05-20,1
UK1465,2020-06-09,2020-06-09,1
UK1824,2020-05-17,2020-05-17,1
UK1025,2020-04-16,2020-05-17,2
UK1440,2020-05-17,2020-05-17,1
UK1729,2020-03-31,2020-05-17,5
UK1823,2020-04-15,2020-05-20,2
UK361,2020-06-14,2020-06-14,1
UK1997,2020-04-17,2020-05-23,3
UK1832,2020-03-01,2020-05-19,2
UK894,2020-04-03,2020-05-30,14
UK1042,2020-04-23,2020-05-05,2
UK526,2020-03-23,2020-05-18,6
UK1249,2020-04-22,2020-04-22,1
UK1624,2020-05-02,2020-05-02,1
UK918,2020-04-20,2020-04-20,1
UK255,2020-03-16,2020-04-22,3
UK1108,2020-04-20,2020-04-20,1
UK437,2020-03-23,2020-05-14,11
UK1392,2020-05-14,2020-05-14,1
UK329,2020-03-28,2020-04-17,2
UK1549,2020-06-03,2020-06-03,1
UK2135,2020-05-19,2020-05-19,1
UK1889,2020-04-12,2020-04-20,3
UK1668,2020-04-20,2020-04-20,1
UK515,2020-03-01,2020-04-27,49
UK1545,2020-05-15,2020-05-15,1
UK1179,2020-03-29,2020-05-16,11
UK400,2020-04-13,2020-04-14,2
UK1943,2020-05-18,2020-05-18,1
UK1949,2020-04-04,2020-04-14,2
UK1938,2020-04-04,2020-04-14,3
UK1993,2020-03-24,2020-04-14,4
UK687,2020-03-24,2020-05-15,4
UK1999,2020-03-17,2020-04-23,2
UK786,2020-03-07,2020-05-14,11
UK1654,2020-03-24,2020-04-16,4
UK1445,2020-06-18,2020-06-18,1
UK1727,2020-03-02,2020-05-12,2
UK88,2020-02-24,2020-03-20,3
UK4474,2020-03-23,2020-04-11,4
UK989,2020-03-23,2020-04-09,2
UK605,2020-03-30,2020-04-10,9
UK4493,2020-04-01,2020-05-19,38
UK502,2020-03-06,2020-04-16,24
UK118,2020-03-20,2020-05-15,6
UK508,2020-03-19,2020-04-30,34
UK245,2020-03-13,2020-04-27,15
UK572,2020-04-24,2020-04-24,1
UK1100,2020-03-26,2020-04-17,4
UK110,2020-04-26,2020-04-26,1
UK1135,2020-03-30,2020-04-21,15
UK306,2020-03-30,2020-04-20,7
UK534,2020-03-27,2020-04-28,2
UK628,2020-03-31,2020-04-24,7
UK1532,2020-04-28,2020-04-28,1
UK1959,2020-03-27,2020-04-13,2
UK1405,2020-03-26,2020-04-28,2
UK423,2020-03-28,2020-03-28,1
UK1763,2020-04-30,2020-04-30,1
UK1416,2020-04-07,2020-05-11,6
UK5503,2020-03-20,2020-06-12,25
UK1858,2020-03-18,2020-04-29,4
UK1765,2020-04-30,2020-04-30,1
UK1601,2020-04-24,2020-04-24,1
UK1784,2020-05-02,2020-05-02,1
UK42,2020-06-08,2020-06-08,1
UK1982,2020-03-26,2020-06-17,15
UK519,2020-03-27,2020-04-15,5
UK1234,2020-03-26,2020-04-23,18
UK1509,2020-04-12,2020-04-29,3
UK351,2020-04-04,2020-05-13,9
UK2102,2020-03-29,2020-04-22,4
UK349,2020-03-10,2020-05-24,22
UK912,2020-04-12,2020-04-12,1
UK165,2020-03-11,2020-03-11,1
UK391,2020-03-12,2020-04-11,3
UK1839,2020-03-12,2020-04-12,2
UK429,2020-04-04,2020-04-05,2
UK1699,2020-04-24,2020-05-03,4
UK200,2020-03-26,2020-04-19,15
UK486,2020-04-15,2020-04-15,1
UK1941,2020-04-04,2020-04-22,5
UK2037,2020-04-01,2020-04-17,2
UK1419,2020-04-16,2020-04-16,1
UK562,2020-06-05,2020-06-05,1
UK2065,2020-03-29,2020-05-14,8
UK2202,2020-03-25,2020-05-20,2
UK1306,2020-03-27,2020-04-24,5
UK433,2020-03-22,2020-05-03,9
UK1940,2020-05-13,2020-05-13,1
UK1246,2020-03-21,2020-05-14,2
UK52,2020-01-29,2020-06-03,5
UK2127,2020-04-18,2020-05-22,4
UK2036,2020-04-04,2020-05-23,2
UK2110,2020-03-29,2020-06-03,2
UK761,2020-03-25,2020-04-27,2
UK820,2020-04-28,2020-04-28,4
UK933,2020-04-27,2020-04-27,1
UK235,2020-03-26,2020-04-25,4
UK1373,2020-04-23,2020-04-23,1
UK1955,2020-04-08,2020-05-13,3
UK1466,2020-04-22,2020-05-04,2
UK1989,2020-04-18,2020-04-21,2
UK1482,2020-05-11,2020-05-11,1
UK1092,2020-04-18,2020-04-18,1
UK445,2020-04-20,2020-04-20,1
UK1144,2020-03-25,2020-04-09,6
UK1652,2020-04-02,2020-04-02,1
UK1298,2020-03-25,2020-04-04,3
UK479,2020-03-26,2020-04-18,5
UK1237,2020-04-03,2020-04-03,1
UK1936,2020-04-13,2020-04-13,1
UK766,2020-04-22,2020-04-22,2
UK615,2020-03-03,2020-03-12,6
UK1635,2020-03-14,2020-03-14,1
UK270,2020-03-04,2020-04-03,7
UK444,2020-04-13,2020-04-13,1
UK50,2020-03-10,2020-03-10,1
UK982,2020-04-23,2020-04-23,3
UK803,2020-04-13,2020-04-13,1
UK1459,2020-04-13,2020-04-13,1
UK824,2020-04-21,2020-04-21,1
UK2038,2020-03-29,2020-04-13,2
UK1970,2020-04-04,2020-04-04,1
UK715,2020-04-03,2020-04-03,1
UK1016,2020-04-03,2020-04-09,4
UK979,2020-03-29,2020-03-29,1
UK342,2020-03-10,2020-03-10,1
UK760,2020-04-09,2020-05-28,9
UK555,2020-04-04,2020-04-10,2
UK2339,2020-04-02,2020-04-13,2
UK105,2020-03-23,2020-04-21,6
UK686,2020-04-15,2020-04-24,3
UK32,2020-03-31,2020-05-10,5
UK604,2020-04-11,2020-04-11,1
UK1714,2020-04-10,2020-04-10,1
UK1115,2020-05-23,2020-05-23,1
UK1187,2020-03-22,2020-04-17,4
UK467,2020-04-12,2020-04-12,1
UK448,2020-04-12,2020-04-18,2
UK711,2020-04-02,2020-04-16,4
UK2021,2020-03-23,2020-04-03,2
UK469,2020-04-03,2020-04-03,2
UK753,2020-03-29,2020-04-06,3
UK1082,2020-05-02,2020-06-10,6
UK754,2020-04-28,2020-05-07,2
UK1505,2020-03-11,2020-05-10,4
UK414,2020-04-04,2020-04-04,1
UK4473,2020-03-10,2020-03-27,2
UK4499,2020-03-25,2020-04-04,4
UK197,2020-03-10,2020-04-06,7
UK728,2020-03-19,2020-04-01,7
UK1353,2020-04-03,2020-04-03,1
UK856,2020-03-21,2020-04-20,8
UK279,2020-03-18,2020-03-18,1
UK584,2020-03-17,2020-04-02,10
UK704,2020-04-03,2020-05-12,3
UK210,2020-03-17,2020-03-19,2
UK1073,2020-03-20,2020-03-20,3
UK621,2020-03-23,2020-04-02,6
UK1503,2020-04-01,2020-04-01,1
UK1492,2020-05-17,2020-05-17,1
UK161,2020-03-18,2020-04-04,8
UK249,2020-03-15,2020-03-27,2
UK799,2020-03-01,2020-03-07,8
UK874,2020-02-27,2020-03-05,9
UK708,2020-03-23,2020-04-07,3
UK1043,2020-03-18,2020-03-19,2
UK876,2020-03-25,2020-03-25,1
UK1454,2020-03-29,2020-03-29,1
UK217,2020-03-06,2020-03-31,6
UK15,2020-03-15,2020-03-15,1
UK2070,2020-03-12,2020-03-26,2
UK953,2020-03-10,2020-03-26,4
UK462,2020-04-01,2020-06-09,33
UK332,2020-04-03,2020-04-03,1
UK149,2020-04-03,2020-04-16,2
UK1486,2020-05-11,2020-05-11,1
UK1033,2020-03-31,2020-06-15,2
UK308,2020-04-02,2020-04-02,1
UK748,2020-03-15,2020-03-15,1
UK1038,2020-03-20,2020-03-20,1
UK16,2020-03-14,2020-03-14,1
UK1534,2020-03-24,2020-04-02,3
UK920,2020-03-26,2020-03-26,1
UK2013,2020-04-03,2020-04-15,4
UK1281,2020-03-14,2020-03-27,3
UK229,2020-03-11,2020-04-06,5
UK205,2020-03-17,2020-03-24,4
UK253,2020-03-09,2020-03-09,1
UK29,2020-03-14,2020-03-14,1
UK176,2020-03-13,2020-04-16,10
UK796,2020-04-04,2020-04-04,1
UK1896,2020-03-06,2020-03-28,3
UK670,2020-03-11,2020-03-11,1
UK301,2020-03-12,2020-03-12,1
UK1745,2020-03-29,2020-03-29,1
UK1311,2020-04-03,2020-04-03,1
UK506,2020-04-10,2020-04-10,1
UK1010,2020-03-31,2020-04-20,3
UK1142,2020-05-12,2020-05-12,1
UK365,2020-03-21,2020-06-09,3
UK1899,2020-03-29,2020-05-29,10
UK248,2020-04-02,2020-04-02,1
UK311,2020-03-25,2020-04-18,8
UK975,2020-04-02,2020-04-02,1
UK1372,2020-04-02,2020-04-02,1
UK447,2020-03-29,2020-04-03,3
UK452,2020-04-01,2020-04-01,1
UK1616,2020-03-29,2020-04-01,6
UK1550,2020-05-29,2020-05-29,1
UK1715,2020-04-28,2020-05-22,9
UK956,2020-03-25,2020-04-25,2
UK531,2020-03-25,2020-03-25,1
UK1921,2020-03-30,2020-04-18,4
UK1980,2020-05-02,2020-05-02,1
UK626,2020-05-04,2020-05-04,1
UK1804,2020-04-09,2020-05-06,3
UK1566,2020-04-24,2020-04-24,1
UK1911,2020-03-26,2020-04-29,33
UK1177,2020-05-09,2020-06-03,2
UK2075,2020-06-06,2020-06-06,1
UK1636,2020-03-27,2020-06-03,9
UK1647,2020-05-01,2020-05-01,1
UK1937,2020-03-30,2020-06-08,2
UK720,2020-04-09,2020-04-09,1
UK1813,2020-04-03,2020-05-12,2
UK623,2020-04-25,2020-04-25,1
UK1747,2020-04-10,2020-04-10,1
UK891,2020-04-07,2020-05-05,6
UK875,2020-04-19,2020-05-05,5
UK1385,2020-05-04,2020-05-04,1
UK2003,2020-03-19,2020-04-27,28
UK655,2020-03-28,2020-04-04,3
UK1870,2020-04-09,2020-05-05,2
UK1293,2020-04-04,2020-04-04,1
UK1069,2020-03-27,2020-04-30,3
UK1793,2020-04-04,2020-04-04,1
UK1170,2020-04-06,2020-04-10,3
UK726,2020-04-15,2020-04-23,2
UK307,2020-04-28,2020-04-28,1
UK366,2020-04-04,2020-04-24,9
UK1429,2020-05-28,2020-05-28,1
UK371,2020-04-08,2020-04-08,2
UK1258,2020-03-08,2020-03-30,4
UK1569,2020-03-27,2020-03-27,2
UK377,2020-04-01,2020-04-01,1
UK1888,2020-04-02,2020-04-09,2
UK325,2020-03-27,2020-04-05,2
UK1462,2020-04-03,2020-04-03,2
UK1580,2020-05-13,2020-05-13,1
UK1514,2020-04-18,2020-05-22,2
UK550,2020-04-15,2020-05-01,3
UK666,2020-04-20,2020-04-27,3
UK226,2020-03-18,2020-03-18,1
UK293,2020-03-19,2020-05-14,3
UK588,2020-03-23,2020-03-23,1
UK2017,2020-03-21,2020-04-07,2
UK1718,2020-03-12,2020-03-25,2
UK188,2020-03-10,2020-03-25,2
UK1602,2020-03-15,2020-03-15,1
UK101,2020-03-21,2020-04-25,30
UK2130,2020-04-06,2020-05-07,3
UK707,2020-05-27,2020-06-02,2
UK914,2020-05-06,2020-05-06,1
UK1015,2020-04-21,2020-05-08,2
UK347,2020-04-10,2020-05-01,9
UK364,2020-03-19,2020-05-14,6
UK389,2020-04-07,2020-04-13,3
UK590,2020-03-14,2020-04-01,6
UK1198,2020-03-27,2020-04-09,4
UK297,2020-05-05,2020-05-05,1
UK643,2020-03-24,2020-04-22,6
UK2093,2020-04-04,2020-05-09,3
UK2002,2020-04-06,2020-05-04,2
UK1253,2020-03-29,2020-04-10,3
UK1031,2020-04-11,2020-04-11,1
UK807,2020-04-16,2020-04-16,1
UK2050,2020-03-31,2020-05-31,5
UK2085,2020-05-15,2020-05-15,1
UK888,2020-05-07,2020-06-05,2
UK1922,2020-04-01,2020-05-23,2
UK1132,2020-05-23,2020-05-23,1
UK1574,2020-05-18,2020-05-18,1
UK1929,2020-04-19,2020-05-22,2
UK63,2020-04-20,2020-05-25,4
UK24,2020-04-21,2020-04-26,4
UK1798,2020-03-30,2020-03-31,2
UK1666,2020-03-31,2020-03-31,1
UK871,2020-03-31,2020-05-01,11
UK1722,2020-03-29,2020-03-29,1
UK1337,2020-04-14,2020-05-02,2
UK1447,2020-03-30,2020-05-06,60
UK806,2020-04-16,2020-04-16,2
UK1842,2020-03-31,2020-05-08,2
UK1620,2020-04-06,2020-04-16,2
UK1296,2020-04-20,2020-04-20,1
UK1324,2020-04-22,2020-04-22,2
UK35,2020-03-29,2020-03-29,1
UK2049,2020-03-28,2020-04-25,7
UK1284,2020-04-09,2020-04-09,1
UK1415,2020-04-23,2020-04-23,1
UK668,2020-04-02,2020-04-15,2
UK1905,2020-03-25,2020-04-23,4
UK1137,2020-04-16,2020-04-16,1
UK2143,2020-04-17,2020-04-17,1
UK3295,2020-03-17,2020-04-19,4
UK458,2020-04-01,2020-04-01,1
UK773,2020-04-10,2020-04-22,5
UK674,2020-04-16,2020-04-16,1
UK1460,2020-04-16,2020-04-16,1
UK1671,2020-03-30,2020-04-18,3
UK1139,2020-03-26,2020-04-27,6
UK2018,2020-04-06,2020-04-15,4
UK1752,2020-04-15,2020-04-15,1
UK2064,2020-05-19,2020-05-19,1
UK1776,2020-05-04,2020-05-04,1
UK681,2020-04-23,2020-04-23,1
UK1478,2020-04-18,2020-04-18,1
UK1825,2020-02-29,2020-04-22,2
UK1527,2020-03-29,2020-05-06,2
UK1983,2020-03-23,2020-04-30,5
UK1659,2020-05-16,2020-05-16,1
UK614,2020-04-30,2020-04-30,1
UK1621,2020-04-28,2020-04-28,1
UK2074,2020-04-16,2020-04-17,2
UK1526,2020-04-01,2020-04-20,4
UK1866,2020-04-06,2020-04-06,1
UK1530,2020-05-04,2020-05-04,1
UK1520,2020-03-21,2020-05-15,2
UK1560,2020-04-03,2020-05-15,2
UK1593,2020-04-06,2020-04-06,1
UK680,2020-05-05,2020-05-05,1
UK1467,2020-03-12,2020-05-17,2
UK5736,2020-05-04,2020-05-10,2
UK1272,2020-05-15,2020-05-15,1
UK1410,2020-05-05,2020-05-05,1
UK1812,2020-04-06,2020-05-18,3
UK1131,2020-05-17,2020-05-17,1
UK545,2020-03-27,2020-04-02,2
UK583,2020-03-27,2020-03-27,1
UK1736,2020-03-31,2020-05-01,4
UK170,2020-04-08,2020-04-08,1
UK1513,2020-04-21,2020-04-21,1
UK1655,2020-03-31,2020-03-31,1
UK5738,2020-04-03,2020-04-03,1
UK2076,2020-04-05,2020-04-11,4
UK179,2020-03-28,2020-03-28,1
UK1483,2020-04-25,2020-04-25,1
UK960,2020-04-30,2020-04-30,1
UK1207,2020-03-26,2020-05-04,14
UK1302,2020-05-14,2020-05-14,1
UK867,2020-05-14,2020-05-14,1
UK884,2020-05-14,2020-05-14,2
UK1315,2020-05-14,2020-05-14,2
UK898,2020-05-14,2020-05-14,1
UK1368,2020-05-05,2020-05-05,1
UK815,2020-03-31,2020-05-14,2
UK959,2020-04-02,2020-04-02,1
UK1180,2020-03-31,2020-03-31,1
UK1972,2020-04-01,2020-04-17,2
UK2048,2020-04-17,2020-05-07,2
UK1431,2020-04-22,2020-04-22,1
UK1335,2020-03-29,2020-03-29,1
UK1199,2020-03-04,2020-04-14,9
UK1902,2020-03-31,2020-03-31,1
UK1712,2020-04-15,2020-04-15,1
UK694,2020-04-16,2020-04-16,1
UK1662,2020-04-14,2020-04-14,1
UK171,2020-03-31,2020-04-21,7
UK1925,2020-04-17,2020-04-17,1
UK813,2020-04-14,2020-04-14,1
UK724,2020-03-30,2020-05-22,4
UK1767,2020-03-26,2020-04-10,9
UK439,2020-03-29,2020-05-20,32
UK642,2020-03-23,2020-04-08,4
UK1074,2020-04-22,2020-05-07,2
UK1425,2020-04-26,2020-04-26,4
UK1243,2020-05-09,2020-05-09,1
UK1196,2020-03-03,2020-05-13,3
UK1805,2020-04-30,2020-04-30,1
UK1689,2020-03-16,2020-05-05,3
UK1345,2020-04-30,2020-04-30,1
UK415,2020-04-19,2020-05-06,11
UK1840,2020-03-27,2020-04-28,2
UK1470,2020-05-01,2020-05-01,1
UK730,2020-05-18,2020-05-18,1
UK2073,2020-04-06,2020-04-28,2
UK854,2020-04-15,2020-04-15,1
UK1165,2020-04-02,2020-04-02,1
UK1308,2020-04-30,2020-04-30,1
UK340,2020-04-03,2020-04-03,1
UK1600,2020-04-03,2020-04-30,5
UK1319,2020-04-25,2020-04-25,1
UK1114,2020-03-20,2020-04-02,13
UK575,2020-03-14,2020-04-16,9
UK795,2020-03-31,2020-03-31,1
UK22,2020-03-02,2020-04-21,11
UK1604,2020-03-31,2020-03-31,1
UK232,2020-03-27,2020-04-10,5
UK1562,2020-05-06,2020-05-06,1
UK272,2020-05-07,2020-05-07,1
UK1354,2020-03-30,2020-03-30,1
UK324,2020-03-19,2020-03-30,2
UK1768,2020-03-30,2020-03-30,1
UK1203,2020-04-23,2020-04-23,1
UK78,2020-03-27,2020-03-27,1
UK886,2020-03-27,2020-03-27,1
UK801,2020-03-31,2020-04-07,2
UK1726,2020-04-19,2020-04-19,1
UK921,2020-04-14,2020-04-14,1
UK1895,2020-03-28,2020-04-19,2
UK1011,2020-03-31,2020-03-31,1
UK425,2020-03-31,2020-03-31,1
UK1907,2020-04-30,2020-04-30,1
UK1209,2020-04-27,2020-04-29,4
UK1260,2020-04-30,2020-04-30,1
UK1529,2020-04-08,2020-04-30,2
UK2009,2020-03-28,2020-04-10,2
UK1682,2020-04-06,2020-04-07,2
UK209,2020-03-22,2020-03-22,1
UK157,2020-03-10,2020-05-15,6
UK1786,2020-04-27,2020-04-27,1
UK580,2020-04-25,2020-04-26,2
UK5128,2020-03-26,2020-04-28,2
UK1413,2020-04-17,2020-04-17,1
UK2081,2020-03-11,2020-04-18,2
UK1360,2020-04-22,2020-04-22,1
UK449,2020-03-27,2020-04-26,8
UK1966,2020-04-15,2020-04-27,2
UK1149,2020-04-24,2020-04-24,1
UK1687,2020-03-28,2020-04-26,8
UK1871,2020-04-22,2020-04-22,1
UK587,2020-04-05,2020-04-23,2
UK1615,2020-04-23,2020-04-23,1
UK1985,2020-04-24,2020-04-24,1
UK1421,2020-04-24,2020-04-24,1
UK1136,2020-04-14,2020-04-18,3
UK922,2020-03-31,2020-05-14,3
UK816,2020-04-06,2020-04-10,4
UK1638,2020-04-09,2020-04-09,1
UK908,2020-04-07,2020-04-17,4
UK410,2020-04-08,2020-04-08,1
UK1901,2020-04-10,2020-04-10,1
UK1277,2020-03-18,2020-04-17,3
UK901,2020-04-14,2020-04-23,7
UK2109,2020-04-22,2020-04-22,1
UK1295,2020-03-29,2020-05-03,13
UK277,2020-04-17,2020-04-17,1
UK1875,2020-04-04,2020-05-04,2
UK1874,2020-04-16,2020-05-04,2
UK1444,2020-03-29,2020-03-29,1
UK115,2020-03-12,2020-04-06,3
UK446,2020-03-28,2020-03-28,1
UK520,2020-03-14,2020-04-08,8
UK866,2020-03-28,2020-03-28,1
UK302,2020-03-28,2020-03-28,1
UK1903,2020-03-18,2020-04-11,2
UK81,2020-03-28,2020-03-28,1
UK1978,2020-05-04,2020-05-04,1
UK92,2020-05-11,2020-05-11,1
UK1750,2020-05-12,2020-05-12,1
UK1160,2020-03-29,2020-05-13,6
UK1934,2020-04-10,2020-04-10,1
