Name,oldest_sequence,newest_sequence,number_taxa
UK461,2020-08-02,2020-08-27,70
UK399,2020-08-10,2020-08-26,25
UK1195,2020-06-01,2020-08-30,323
UK407,2020-08-11,2020-08-30,21
UK312,2020-07-21,2020-08-27,122
UK511,2020-07-24,2020-08-13,8
UK800,2020-07-15,2020-08-30,58
UK1535,2020-05-12,2020-08-26,208
UK1186,2020-08-03,2020-08-30,106
UK254,2020-08-03,2020-08-26,41
UK1151,2020-08-05,2020-08-25,36
UK678,2020-06-07,2020-08-14,48
UK510,2020-07-18,2020-08-26,63
UK2104,2020-05-11,2020-08-13,2
UK1211,2020-06-01,2020-08-29,197
UK2082,2020-08-11,2020-08-11,1
UK1076,2020-05-11,2020-08-22,90
UK5,2020-04-28,2020-08-29,3400
UK698,2020-05-21,2020-08-26,171
UK1855,2020-06-01,2020-08-26,420
UK529,2020-08-06,2020-08-21,10
UK1683,2020-05-11,2020-08-21,220
UK1152,2020-07-17,2020-08-21,71
UK1328,2020-08-02,2020-08-02,1
UK528,2020-07-31,2020-08-26,47
UK1271,2020-05-12,2020-08-26,635
UK1850,2020-06-15,2020-08-07,27
UK1644,2020-06-09,2020-07-17,33
UK1205,2020-05-13,2020-08-21,441
UK109,2020-05-11,2020-08-18,340
UK597,2020-04-28,2020-08-21,27
UK2200,2020-05-19,2020-08-26,71
UK108,2020-06-07,2020-07-01,16
UK1479,2020-06-09,2020-08-17,26
UK1037,2020-05-13,2020-08-18,215
UK1951,2020-05-01,2020-08-20,379
UK1212,2020-06-04,2020-07-04,42
UK1323,2020-05-11,2020-08-19,59
UK1684,2020-05-11,2020-07-04,58
UK199,2020-05-07,2020-08-26,211
UK2068,2020-05-10,2020-08-18,334
UK2094,2020-06-04,2020-06-24,11
UK1145,2020-06-08,2020-08-26,275
UK1051,2020-06-02,2020-07-25,5
UK1577,2020-05-12,2020-06-30,16
UK1575,2020-06-23,2020-06-23,1
UK1375,2020-06-08,2020-06-25,16
UK1586,2020-06-12,2020-06-22,4
UK175,2020-05-11,2020-08-21,251
UK1126,2020-04-29,2020-08-17,24
UK2913,2020-05-11,2020-07-11,127
UK1278,2020-06-04,2020-07-27,30
UK718,2020-06-22,2020-08-26,46
UK826,2020-06-12,2020-08-21,10
UK1061,2020-06-02,2020-08-20,28
UK1264,2020-06-07,2020-07-02,12
UK1153,2020-04-26,2020-08-21,163
UK1968,2020-06-04,2020-06-29,14
UK2916,2020-05-06,2020-07-24,89
UK1830,2020-06-02,2020-07-02,9
UK1163,2020-05-12,2020-07-14,10
UK945,2020-04-28,2020-08-30,93
UK1570,2020-05-11,2020-06-23,9
UK1060,2020-05-14,2020-08-14,24
UK1280,2020-06-26,2020-06-26,1
UK2041,2020-06-24,2020-06-24,1
UK1134,2020-05-20,2020-08-06,35
UK1820,2020-06-22,2020-06-22,1
UK1300,2020-06-09,2020-07-02,12
UK1397,2020-06-14,2020-06-21,2
UK1816,2020-06-24,2020-06-24,1
UK1119,2020-06-09,2020-06-23,36
UK630,2020-06-10,2020-07-03,14
UK348,2020-05-13,2020-08-19,28
UK1893,2020-06-07,2020-08-17,6
UK1904,2020-06-02,2020-08-18,60
UK741,2020-06-27,2020-08-21,23
UK1455,2020-08-04,2020-08-19,22
UK847,2020-06-02,2020-08-29,106
UK1097,2020-07-06,2020-08-26,32
UK369,2020-06-12,2020-08-21,49
UK352,2020-07-05,2020-08-26,61
UK2022,2020-06-09,2020-08-27,121
UK1769,2020-06-12,2020-08-18,28
UK331,2020-07-02,2020-08-21,25
UK1208,2020-08-17,2020-08-21,4
UK1709,2020-08-07,2020-08-26,26
UK1029,2020-06-12,2020-08-09,18
UK719,2020-05-12,2020-08-20,42
UK1269,2020-06-21,2020-08-26,6
UK1790,2020-06-11,2020-08-21,14
UK2067,2020-08-21,2020-08-21,1
UK1792,2020-08-07,2020-08-21,8
UK1125,2020-08-21,2020-08-21,1
UK1690,2020-08-20,2020-08-20,1
UK1317,2020-05-11,2020-08-21,19
UK1330,2020-08-12,2020-08-21,3
UK2092,2020-06-13,2020-08-09,4
UK1528,2020-07-20,2020-08-20,12
UK733,2020-08-10,2020-08-19,5
UK1491,2020-08-17,2020-08-21,2
UK689,2020-07-15,2020-08-21,7
UK501,2020-05-13,2020-08-20,16
UK1247,2020-08-05,2020-08-21,9
UK191,2020-06-07,2020-08-21,10
UK2008,2020-08-20,2020-08-20,2
UK560,2020-08-09,2020-08-18,4
UK363,2020-08-20,2020-08-20,1
UK1583,2020-08-09,2020-08-18,7
UK514,2020-07-06,2020-08-20,2
UK611,2020-08-18,2020-08-20,2
UK1452,2020-08-05,2020-08-20,4
UK2136,2020-06-21,2020-08-10,2
UK924,2020-08-19,2020-08-29,4
UK484,2020-08-21,2020-08-21,1
UK1161,2020-07-06,2020-08-21,10
UK2089,2020-08-17,2020-08-20,2
UK1543,2020-08-29,2020-08-29,1
UK2118,2020-06-23,2020-08-26,2
UK1225,2020-06-12,2020-08-21,39
UK553,2020-08-09,2020-08-09,1
UK872,2020-08-09,2020-08-20,2
UK1007,2020-08-20,2020-08-20,1
UK1930,2020-08-20,2020-08-20,1
UK1710,2020-08-20,2020-08-20,1
UK1233,2020-06-26,2020-08-26,6
UK1584,2020-08-09,2020-08-09,1
UK1756,2020-08-26,2020-08-26,1
UK798,2020-08-30,2020-08-30,1
UK1050,2020-08-14,2020-08-26,2
UK967,2020-07-19,2020-08-20,5
UK1994,2020-06-13,2020-08-17,3
UK1645,2020-08-10,2020-08-21,2
UK1891,2020-08-09,2020-08-09,1
UK1883,2020-08-26,2020-08-26,1
UK780,2020-07-05,2020-08-20,10
UK650,2020-05-24,2020-08-29,6
UK1942,2020-06-06,2020-08-18,8
UK600,2020-05-18,2020-06-21,21
UK1218,2020-06-10,2020-07-22,31
UK1619,2020-06-10,2020-07-03,19
UK2464,2020-04-29,2020-06-29,32
UK1926,2020-06-12,2020-07-01,15
UK5501,2020-06-05,2020-06-24,13
UK1817,2020-06-16,2020-06-23,4
UK696,2020-06-11,2020-06-23,8
UK792,2020-06-19,2020-06-22,2
UK712,2020-06-17,2020-06-21,2
UK1065,2020-06-02,2020-07-22,87
UK2134,2020-06-22,2020-07-16,3
UK699,2020-06-05,2020-06-30,4
UK1844,2020-06-02,2020-08-18,3
UK1213,2020-06-08,2020-07-27,21
UK1200,2020-06-23,2020-06-24,2
UK1847,2020-08-18,2020-08-18,1
UK1675,2020-08-18,2020-08-18,3
UK406,2020-08-10,2020-08-21,11
UK395,2020-08-11,2020-08-17,2
UK1827,2020-07-16,2020-08-18,9
UK769,2020-08-15,2020-08-16,4
UK541,2020-08-12,2020-08-17,4
UK488,2020-08-17,2020-08-18,4
UK948,2020-08-18,2020-08-18,1
UK1406,2020-08-18,2020-08-18,1
UK404,2020-08-17,2020-08-17,1
UK470,2020-08-11,2020-08-16,3
UK1927,2020-06-09,2020-08-17,3
UK489,2020-08-18,2020-08-18,2
UK1090,2020-07-14,2020-08-17,7
UK453,2020-08-18,2020-08-18,1
UK1800,2020-06-02,2020-08-17,43
UK1819,2020-06-15,2020-08-18,3
UK1720,2020-05-14,2020-08-18,4
UK1128,2020-08-17,2020-08-17,1
UK812,2020-08-18,2020-08-18,1
UK500,2020-06-14,2020-08-17,3
UK973,2020-06-12,2020-08-05,14
UK1156,2020-08-03,2020-08-13,3
UK1442,2020-07-13,2020-07-13,1
UK357,2020-06-01,2020-08-17,42
UK855,2020-07-19,2020-08-18,3
UK1617,2020-08-18,2020-08-18,1
UK2079,2020-08-19,2020-08-21,12
UK547,2020-08-17,2020-08-17,1
UK1105,2020-07-03,2020-08-20,17
UK2133,2020-08-18,2020-08-18,1
UK1831,2020-08-14,2020-08-17,2
UK1974,2020-04-30,2020-08-16,3
UK1123,2020-08-17,2020-08-17,1
UK1865,2020-06-12,2020-08-17,4
UK1612,2020-08-09,2020-08-21,10
UK1975,2020-07-14,2020-08-17,2
UK931,2020-08-10,2020-08-20,2
UK889,2020-05-12,2020-08-18,6
UK1890,2020-08-18,2020-08-18,1
UK34,2020-08-19,2020-08-19,1
UK2040,2020-08-21,2020-08-21,1
UK2153,2020-08-21,2020-08-21,1
UK498,2020-08-20,2020-08-20,1
UK1872,2020-08-21,2020-08-21,2
UK1363,2020-07-16,2020-08-21,9
UK814,2020-07-30,2020-07-30,1
UK1597,2020-06-16,2020-07-25,2
UK2115,2020-08-04,2020-08-04,1
UK418,2020-08-04,2020-08-04,1
UK1314,2020-06-08,2020-08-02,6
UK592,2020-06-11,2020-07-01,13
UK1906,2020-06-16,2020-08-14,2
UK1681,2020-06-16,2020-06-16,1
UK527,2020-06-12,2020-06-20,3
UK65,2020-06-07,2020-06-11,3
UK2046,2020-06-09,2020-07-01,18
UK1391,2020-06-12,2020-06-15,2
UK1089,2020-06-11,2020-06-27,4
UK709,2020-06-02,2020-06-20,14
UK1608,2020-06-12,2020-06-17,2
UK1380,2020-06-07,2020-06-18,11
UK5741,2020-05-11,2020-07-15,14
UK494,2020-05-18,2020-07-16,43
UK319,2020-05-21,2020-08-11,5
UK1202,2020-06-11,2020-06-21,6
UK1411,2020-06-13,2020-07-15,11
UK943,2020-06-24,2020-06-24,1
UK5498,2020-06-11,2020-07-19,24
UK1961,2020-05-13,2020-06-11,2
UK2042,2020-06-11,2020-06-11,1
UK1432,2020-08-09,2020-08-13,4
UK1035,2020-07-02,2020-08-07,5
UK1515,2020-06-07,2020-06-15,5
UK1366,2020-06-11,2020-06-11,1
UK925,2020-06-29,2020-08-13,2
UK513,2020-06-11,2020-06-11,1
UK697,2020-06-08,2020-07-02,7
UK1456,2020-08-12,2020-08-12,1
UK691,2020-08-09,2020-08-09,1
UK1175,2020-07-29,2020-07-29,1
UK882,2020-06-24,2020-08-17,8
UK380,2020-08-12,2020-08-12,1
UK1759,2020-05-13,2020-08-11,9
UK12,2020-07-31,2020-08-14,12
UK819,2020-08-02,2020-08-13,12
UK1552,2020-08-13,2020-08-13,1
UK1362,2020-07-16,2020-08-12,4
UK910,2020-08-11,2020-08-11,1
UK1493,2020-08-14,2020-08-14,1
UK1083,2020-07-01,2020-08-12,3
UK1428,2020-08-11,2020-08-11,1
UK1102,2020-08-12,2020-08-13,2
UK1305,2020-08-14,2020-08-14,1
UK1191,2020-05-14,2020-08-14,4
UK459,2020-08-18,2020-08-18,1
UK1923,2020-06-13,2020-07-01,4
UK917,2020-06-07,2020-06-18,4
UK51,2020-06-04,2020-07-15,28
UK145,2020-08-13,2020-08-13,1
UK2099,2020-06-12,2020-08-09,3
UK1395,2020-08-08,2020-08-12,2
UK1561,2020-06-13,2020-06-14,2
UK1388,2020-06-08,2020-07-06,18
UK631,2020-06-08,2020-06-08,1
UK2051,2020-06-08,2020-07-28,7
UK1232,2020-05-18,2020-07-03,25
UK1120,2020-08-10,2020-08-10,1
UK1651,2020-08-10,2020-08-10,1
UK1148,2020-06-09,2020-06-19,27
UK1155,2020-05-12,2020-06-21,37
UK2095,2020-07-03,2020-08-10,7
UK1567,2020-08-10,2020-08-10,2
UK656,2020-06-17,2020-08-11,3
UK1673,2020-08-08,2020-08-08,1
UK1118,2020-08-10,2020-08-10,1
UK1692,2020-08-11,2020-08-11,1
UK1625,2020-08-09,2020-08-09,1
UK1312,2020-07-19,2020-08-10,3
UK2057,2020-06-08,2020-07-02,2
UK388,2020-06-10,2020-06-10,1
UK167,2020-05-12,2020-07-15,6
UK916,2020-06-08,2020-06-10,2
UK1979,2020-05-22,2020-06-13,9
UK1307,2020-06-08,2020-06-08,1
UK829,2020-06-09,2020-06-14,2
UK1744,2020-06-08,2020-06-09,2
UK1953,2020-06-08,2020-06-08,2
UK1908,2020-06-08,2020-06-08,1
UK1267,2020-06-09,2020-06-11,4
UK2047,2020-06-08,2020-06-08,1
UK1734,2020-06-12,2020-06-12,1
UK1344,2020-05-11,2020-06-23,12
UK1181,2020-06-08,2020-06-08,1
UK2111,2020-06-02,2020-08-09,8
UK1266,2020-06-07,2020-06-17,4
UK231,2020-06-02,2020-07-02,12
UK1140,2020-06-10,2020-06-17,2
UK478,2020-06-09,2020-07-01,3
UK727,2020-06-11,2020-06-11,1
UK2086,2020-06-08,2020-08-03,2
UK1990,2020-06-11,2020-06-11,1
UK962,2020-06-12,2020-06-12,1
UK1091,2020-06-06,2020-06-21,12
UK951,2020-06-08,2020-06-08,1
UK1519,2020-05-14,2020-07-03,4
UK1609,2020-06-08,2020-06-14,2
UK1592,2020-06-11,2020-06-11,1
UK5676,2020-05-18,2020-06-15,3
UK402,2020-06-08,2020-07-15,3
UK336,2020-05-11,2020-06-17,23
UK1396,2020-06-13,2020-06-13,1
UK2100,2020-06-10,2020-06-10,2
UK838,2020-06-06,2020-06-13,2
UK1000,2020-06-07,2020-06-07,1
UK669,2020-05-11,2020-08-03,12
UK671,2020-06-09,2020-06-09,1
UK1525,2020-06-10,2020-06-12,5
UK701,2020-06-10,2020-06-14,11
UK443,2020-06-07,2020-06-07,1
UK1857,2020-06-09,2020-07-17,8
UK6,2020-05-11,2020-06-14,3
UK1877,2020-06-05,2020-06-05,1
UK842,2020-06-06,2020-06-06,1
UK117,2020-06-01,2020-06-13,2
UK174,2020-06-06,2020-06-09,2
UK740,2020-06-13,2020-06-13,1
UK1141,2020-06-10,2020-06-10,1
UK1803,2020-06-06,2020-07-02,2
UK1797,2020-06-09,2020-06-09,1
UK1133,2020-06-02,2020-06-15,9
UK5084,2020-06-13,2020-06-13,1
UK564,2020-06-07,2020-06-25,6
UK1585,2020-05-14,2020-06-14,3
UK2061,2020-06-11,2020-07-05,7
UK1841,2020-06-11,2020-06-11,1
UK382,2020-06-12,2020-06-12,1
UK887,2020-06-11,2020-07-04,5
UK1845,2020-06-10,2020-06-10,1
UK1947,2020-06-10,2020-06-10,1
UK160,2020-05-20,2020-07-01,11
UK1732,2020-06-13,2020-06-13,1
UK1004,2020-06-12,2020-06-19,4
UK1764,2020-06-10,2020-06-10,1
UK1836,2020-06-13,2020-06-13,1
UK1301,2020-05-12,2020-06-18,10
UK1062,2020-06-15,2020-06-15,1
UK1481,2020-06-14,2020-06-18,2
UK244,2020-06-16,2020-07-18,2
UK1669,2020-06-16,2020-06-16,1
UK721,2020-06-16,2020-06-16,1
UK1468,2020-06-10,2020-06-15,2
UK1095,2020-08-05,2020-08-05,1
UK1215,2020-04-29,2020-06-10,2
UK394,2020-08-03,2020-08-03,1
