Name,oldest_sequence,newest_sequence,number_taxa
UK5317,2020-03-25,2020-04-27,2
UK396,2020-03-31,2020-05-31,2
UK442,2020-03-20,2020-06-06,3
UK820,2020-04-28,2020-04-28,4
UK447,2020-04-22,2020-05-27,2
UK440,2020-04-27,2020-04-30,2
UK605,2020-03-17,2020-05-24,108
UK235,2020-03-26,2020-04-25,4
UK240,2020-02-25,2020-05-27,184
UK769,2020-04-22,2020-04-22,1
UK5561,2020-02-25,2020-05-24,200
UK426,2020-03-26,2020-05-27,5
UK268,2020-03-23,2020-06-03,17
UK2906,2020-03-03,2020-06-02,78
UK28,2020-03-13,2020-05-08,99
UK167,2020-03-06,2020-06-07,319
UK2888,2020-04-09,2020-05-14,11
UK5300,2020-04-17,2020-06-16,23
UK813,2020-04-20,2020-04-20,1
UK161,2020-03-10,2020-05-25,25
UK72,2020-02-05,2020-06-02,341
UK607,2020-03-02,2020-05-18,70
UK482,2020-04-03,2020-05-05,29
UK561,2020-04-03,2020-04-03,1
UK120,2020-02-27,2020-06-07,73
UK3046,2020-03-25,2020-04-03,2
UK164,2020-03-31,2020-04-27,3
UK667,2020-04-12,2020-04-12,1
UK957,2020-03-24,2020-05-26,7
UK450,2020-03-30,2020-05-11,5
UK378,2020-03-28,2020-05-06,2
UK3047,2020-04-15,2020-04-24,3
UK478,2020-03-20,2020-05-19,46
UK601,2020-03-11,2020-05-11,98
UK647,2020-04-11,2020-05-08,2
UK832,2020-03-09,2020-05-10,15
UK528,2020-03-26,2020-04-24,5
UK276,2020-03-15,2020-05-13,47
UK399,2020-04-11,2020-04-11,1
UK37,2020-03-17,2020-05-04,69
UK751,2020-04-02,2020-04-17,3
UK376,2020-03-11,2020-05-03,55
UK437,2020-03-23,2020-04-11,7
UK203,2020-03-22,2020-06-03,21
UK275,2020-03-09,2020-04-27,53
UK5498,2020-03-06,2020-05-28,91
UK134,2020-03-04,2020-04-07,20
UK3692,2020-03-12,2020-05-19,19
UK445,2020-04-03,2020-04-03,1
UK474,2020-04-03,2020-04-03,1
UK66,2020-03-18,2020-05-20,123
UK340,2020-03-17,2020-05-17,11
UK9,2020-03-09,2020-05-15,227
UK63,2020-03-18,2020-05-10,134
UK755,2020-03-06,2020-05-21,8
UK473,2020-04-11,2020-04-11,1
UK70,2020-03-06,2020-04-22,19
UK565,2020-04-14,2020-05-14,14
UK615,2020-03-15,2020-05-15,26
UK61,2020-02-23,2020-05-27,530
UK23,2020-03-18,2020-05-09,30
UK456,2020-04-03,2020-04-23,6
UK676,2020-03-03,2020-03-12,6
UK270,2020-03-04,2020-04-03,7
UK5180,2020-03-07,2020-05-09,101
UK604,2020-03-06,2020-03-17,20
UK827,2020-04-13,2020-04-13,1
UK784,2020-04-24,2020-04-24,1
UK783,2020-04-03,2020-04-23,2
UK50,2020-03-10,2020-03-10,1
UK825,2020-04-23,2020-04-23,2
UK698,2020-03-23,2020-04-12,9
UK156,2020-04-17,2020-05-04,3
UK179,2020-03-17,2020-05-07,37
UK803,2020-04-13,2020-04-13,1
UK493,2020-04-21,2020-04-21,1
UK730,2020-04-22,2020-04-22,1
UK824,2020-04-21,2020-04-21,1
UK472,2020-04-21,2020-04-22,2
UK158,2020-03-23,2020-04-24,29
UK85,2020-03-11,2020-04-12,2
UK563,2020-03-11,2020-05-01,9
UK817,2020-04-22,2020-04-22,1
UK1981,2020-04-12,2020-04-30,5
UK796,2020-03-10,2020-03-10,1
UK83,2020-02-29,2020-04-13,16
UK658,2020-03-05,2020-03-30,5
UK2339,2020-04-02,2020-04-13,2
UK244,2020-03-10,2020-04-06,9
UK1210,2020-04-23,2020-05-10,4
UK634,2020-04-28,2020-04-28,1
UK5549,2020-03-04,2020-05-18,36
UK3049,2020-04-23,2020-05-10,3
UK486,2020-04-25,2020-05-10,2
UK304,2020-04-16,2020-06-02,40
UK368,2020-03-30,2020-05-21,4
UK436,2020-03-28,2020-05-14,14
UK569,2020-03-23,2020-06-16,16
UK86,2020-03-05,2020-05-30,71
UK187,2020-03-21,2020-04-30,52
UK670,2020-04-16,2020-04-22,2
UK662,2020-03-22,2020-04-17,3
UK43,2020-03-12,2020-04-26,34
UK671,2020-04-17,2020-05-31,7
UK673,2020-04-12,2020-04-12,1
UK758,2020-04-12,2020-04-18,2
UK679,2020-03-30,2020-04-17,4
UK871,2020-04-02,2020-04-16,4
UK44,2020-03-17,2020-04-23,42
UK247,2020-03-19,2020-04-03,4
UK770,2020-03-29,2020-04-03,2
UK578,2020-03-17,2020-04-03,3
UK485,2020-04-03,2020-04-03,1
UK146,2020-03-24,2020-05-07,19
UK148,2020-03-09,2020-04-23,4
UK371,2020-03-12,2020-05-06,55
UK413,2020-04-28,2020-04-28,2
UK754,2020-04-28,2020-04-28,1
UK336,2020-03-18,2020-03-19,2
UK344,2020-03-25,2020-03-25,1
UK685,2020-03-29,2020-03-29,1
UK168,2020-04-04,2020-04-04,1
UK4473,2020-03-10,2020-03-27,2
UK4499,2020-03-25,2020-04-04,4
UK14,2020-03-12,2020-05-21,36
UK55,2020-03-13,2020-05-06,10
UK116,2020-03-24,2020-06-02,25
UK728,2020-03-19,2020-04-01,7
UK1810,2020-03-21,2020-04-20,9
UK5084,2020-03-28,2020-04-16,12
UK279,2020-03-18,2020-03-18,1
UK162,2020-03-19,2020-03-28,3
UK584,2020-03-17,2020-04-02,10
UK5322,2020-03-22,2020-06-04,95
UK428,2020-04-03,2020-04-03,1
UK47,2020-03-17,2020-05-18,25
UK306,2020-04-24,2020-04-24,1
UK202,2020-03-10,2020-06-04,25
UK384,2020-02-28,2020-04-23,73
UK210,2020-03-17,2020-03-19,2
UK1073,2020-03-20,2020-03-20,3
UK621,2020-03-23,2020-03-29,5
UK554,2020-04-24,2020-04-28,2
UK5647,2020-04-03,2020-04-15,3
UK551,2020-05-17,2020-05-17,1
UK586,2020-04-02,2020-04-02,1
UK4,2020-02-28,2020-04-29,130
UK1703,2020-03-16,2020-05-01,20
UK718,2020-03-20,2020-03-20,1
UK379,2020-03-12,2020-04-08,5
UK394,2020-03-24,2020-03-24,1
UK56,2020-03-18,2020-04-04,6
UK799,2020-03-01,2020-03-07,7
UK756,2020-02-27,2020-03-05,9
UK1534,2020-03-23,2020-04-06,2
UK768,2020-04-04,2020-04-04,1
UK822,2020-04-14,2020-06-11,103
UK495,2020-03-28,2020-06-03,126
UK3021,2020-03-12,2020-06-09,248
UK716,2020-05-25,2020-05-25,1
UK567,2020-03-20,2020-05-15,30
UK515,2020-04-22,2020-04-24,2
UK600,2020-04-01,2020-05-26,26
UK206,2020-04-02,2020-05-20,19
UK414,2020-03-30,2020-05-09,7
UK829,2020-03-03,2020-04-29,85
UK3509,2020-03-23,2020-04-21,14
UK151,2020-03-23,2020-04-24,8
UK5503,2020-03-20,2020-06-12,21
UK719,2020-05-11,2020-05-11,1
UK21,2020-03-18,2020-05-23,31
UK619,2020-06-15,2020-06-15,1
UK597,2020-06-04,2020-06-04,1
UK52,2020-05-20,2020-06-03,2
UK4237,2020-03-28,2020-06-10,22
UK646,2020-06-03,2020-06-03,1
UK186,2020-03-27,2020-06-09,16
UK462,2020-04-01,2020-06-09,32
UK125,2020-03-30,2020-05-29,20
UK308,2020-04-02,2020-04-02,1
UK748,2020-03-15,2020-03-15,1
UK288,2020-03-12,2020-04-04,6
UK630,2020-03-20,2020-03-20,1
UK16,2020-03-14,2020-03-14,1
UK1955,2020-03-24,2020-04-02,2
UK5662,2020-03-17,2020-03-24,3
UK1721,2020-03-19,2020-05-08,28
UK5649,2020-03-15,2020-05-04,32
UK5663,2020-03-23,2020-05-02,13
UK627,2020-03-26,2020-03-26,1
UK2045,2020-03-17,2020-05-09,23
UK652,2020-04-27,2020-06-12,2
UK233,2020-05-25,2020-06-15,21
UK4493,2020-04-23,2020-05-19,26
UK302,2020-04-20,2020-04-20,1
UK106,2020-03-09,2020-04-18,6
UK367,2020-04-10,2020-04-10,1
UK38,2020-03-04,2020-04-20,15
UK5653,2020-03-10,2020-04-01,10
UK3192,2020-03-31,2020-04-20,2
UK5801,2020-03-29,2020-04-01,2
UK509,2020-04-07,2020-05-29,63
UK163,2020-06-09,2020-06-09,1
UK192,2020-05-12,2020-05-12,1
UK12,2020-03-12,2020-05-07,40
UK5648,2020-03-08,2020-04-02,6
UK5484,2020-03-29,2020-04-23,4
UK264,2020-03-29,2020-03-29,1
UK494,2020-03-19,2020-05-05,128
UK591,2020-05-03,2020-05-03,1
UK526,2020-03-23,2020-04-25,5
UK5523,2020-04-16,2020-06-01,51
UK71,2020-03-08,2020-05-06,17
UK194,2020-05-04,2020-05-04,1
UK816,2020-06-05,2020-06-05,1
UK5501,2020-04-16,2020-06-01,9
UK468,2020-04-04,2020-04-04,1
UK631,2020-05-03,2020-05-03,1
UK314,2020-03-23,2020-04-21,5
UK531,2020-06-08,2020-06-08,1
UK269,2020-03-25,2020-06-02,7
UK653,2020-04-07,2020-05-19,11
UK720,2020-04-09,2020-04-09,1
UK517,2020-03-02,2020-04-30,50
UK585,2020-03-30,2020-04-21,3
UK5525,2020-03-31,2020-04-29,10
UK397,2020-04-07,2020-04-17,5
UK533,2020-04-19,2020-05-05,5
UK523,2020-04-17,2020-04-17,1
UK1003,2020-04-02,2020-04-22,7
UK133,2020-03-22,2020-04-25,10
UK960,2020-04-03,2020-04-19,3
UK311,2020-05-04,2020-05-04,1
UK263,2020-03-20,2020-04-13,9
UK46,2020-03-02,2020-05-08,27
UK616,2020-04-13,2020-04-23,2
UK921,2020-04-05,2020-05-02,3
UK629,2020-03-23,2020-05-05,9
UK655,2020-03-26,2020-04-04,4
UK355,2020-04-17,2020-04-17,1
UK272,2020-04-06,2020-04-10,3
UK328,2020-04-13,2020-04-23,13
UK64,2020-03-12,2020-05-05,43
UK506,2020-04-08,2020-04-22,4
UK353,2020-04-19,2020-04-19,1
UK753,2020-04-13,2020-04-20,3
UK4735,2020-04-22,2020-05-27,6
UK514,2020-04-12,2020-04-12,1
UK717,2020-04-13,2020-04-13,1
UK711,2020-04-08,2020-04-08,1
UK5307,2020-03-08,2020-05-12,13
UK697,2020-03-31,2020-04-24,6
UK3567,2020-03-30,2020-04-06,5
UK725,2020-03-27,2020-03-27,2
UK315,2020-04-01,2020-04-23,5
UK223,2020-03-27,2020-03-27,1
UK387,2020-03-13,2020-04-01,3
UK525,2020-04-02,2020-04-02,1
UK699,2020-03-27,2020-03-27,1
UK1317,2020-03-20,2020-05-15,3
UK352,2020-04-03,2020-04-03,2
UK729,2020-04-08,2020-04-08,1
UK660,2020-04-05,2020-05-31,5
UK542,2020-05-18,2020-05-21,2
UK669,2020-05-22,2020-05-22,1
UK5538,2020-05-02,2020-05-28,2
UK1605,2020-04-20,2020-04-27,2
UK191,2020-03-29,2020-04-27,5
UK516,2020-03-12,2020-03-25,2
UK188,2020-03-10,2020-03-25,2
UK226,2020-03-18,2020-03-18,1
UK588,2020-03-23,2020-03-23,1
UK661,2020-03-19,2020-03-19,1
UK606,2020-03-11,2020-04-28,3
UK5532,2020-05-04,2020-05-26,4
UK710,2020-05-08,2020-05-08,1
UK489,2020-04-23,2020-05-06,4
UK735,2020-04-18,2020-05-07,5
UK338,2020-03-29,2020-04-25,3
UK2078,2020-04-06,2020-05-05,3
UK696,2020-04-10,2020-05-01,8
UK364,2020-03-19,2020-05-14,6
UK558,2020-05-08,2020-05-08,1
UK519,2020-03-27,2020-04-11,4
UK141,2020-03-22,2020-04-24,13
UK101,2020-03-21,2020-04-25,27
UK108,2020-05-26,2020-05-26,1
UK684,2020-04-08,2020-05-21,25
UK448,2020-04-04,2020-05-26,51
UK165,2020-04-13,2020-05-19,13
UK449,2020-04-18,2020-04-18,1
UK382,2020-04-18,2020-04-18,1
UK425,2020-03-28,2020-05-15,18
UK297,2020-05-05,2020-05-05,1
UK2014,2020-05-07,2020-06-05,2
UK534,2020-04-28,2020-04-28,1
UK354,2020-05-22,2020-05-22,1
UK327,2020-04-05,2020-05-05,10
UK305,2020-03-31,2020-04-23,2
UK114,2020-05-23,2020-05-23,1
UK113,2020-03-22,2020-06-02,9
UK320,2020-03-22,2020-06-02,13
UK388,2020-04-16,2020-04-25,3
UK393,2020-04-13,2020-04-20,3
UK806,2020-04-16,2020-04-16,1
UK173,2020-03-14,2020-04-20,26
UK570,2020-03-24,2020-04-29,8
UK35,2020-03-29,2020-03-29,1
UK274,2020-03-06,2020-05-19,66
UK476,2020-03-14,2020-05-06,56
UK706,2020-03-26,2020-04-29,17
UK466,2020-04-15,2020-04-15,1
UK761,2020-04-25,2020-04-25,1
UK581,2020-04-06,2020-05-01,10
UK2786,2020-03-12,2020-04-12,2
UK464,2020-03-25,2020-05-04,7
UK32,2020-03-29,2020-05-03,14
UK3126,2020-04-06,2020-05-19,41
UK124,2020-03-25,2020-05-14,5
UK566,2020-04-02,2020-04-21,12
UK572,2020-04-16,2020-04-22,2
UK117,2020-04-01,2020-04-01,1
UK3295,2020-03-11,2020-04-01,5
UK5349,2020-04-10,2020-04-22,5
UK119,2020-03-11,2020-04-24,37
UK405,2020-04-15,2020-04-28,2
UK419,2020-03-30,2020-05-07,6
UK640,2020-04-20,2020-04-20,1
UK331,2020-04-21,2020-04-21,1
UK681,2020-04-23,2020-04-23,1
UK5660,2020-04-25,2020-05-08,16
UK121,2020-04-21,2020-05-27,9
UK527,2020-03-22,2020-04-18,14
UK580,2020-03-09,2020-04-20,5
UK401,2020-04-14,2020-04-20,3
UK421,2020-03-21,2020-05-15,2
UK5736,2020-05-04,2020-05-10,2
UK5641,2020-05-14,2020-05-14,1
UK5133,2020-03-27,2020-03-27,2
UK721,2020-04-24,2020-04-24,1
UK617,2020-03-29,2020-04-28,25
UK794,2020-04-30,2020-04-30,1
UK287,2020-03-28,2020-04-24,12
UK2292,2020-04-28,2020-05-04,2
UK13,2020-03-13,2020-05-21,64
UK175,2020-04-03,2020-04-07,2
UK4425,2020-04-02,2020-04-02,1
UK2908,2020-05-03,2020-05-03,1
UK973,2020-05-14,2020-05-14,4
UK518,2020-03-23,2020-05-14,5
UK5745,2020-05-14,2020-05-14,1
UK204,2020-05-11,2020-05-11,1
UK705,2020-04-22,2020-04-22,1
UK317,2020-03-13,2020-04-20,26
UK184,2020-03-27,2020-03-31,4
UK5836,2020-03-27,2020-03-27,1
UK91,2020-03-01,2020-04-01,9
UK1736,2020-03-31,2020-04-08,3
UK5630,2020-03-31,2020-03-31,1
UK790,2020-04-06,2020-04-06,1
UK5738,2020-04-03,2020-04-03,1
UK3172,2020-03-03,2020-04-13,3
UK2953,2020-05-02,2020-05-02,1
UK656,2020-03-13,2020-04-24,7
UK636,2020-03-16,2020-05-25,34
UK5325,2020-03-20,2020-05-10,3
UK115,2020-03-26,2020-04-15,2
UK502,2020-03-06,2020-03-30,18
UK1723,2020-03-31,2020-04-07,4
UK5555,2020-03-12,2020-04-09,2
UK196,2020-03-15,2020-03-31,6
UK174,2020-03-19,2020-05-22,21
UK326,2020-03-22,2020-05-22,25
UK351,2020-04-14,2020-04-14,1
UK536,2020-05-01,2020-05-01,1
UK457,2020-03-31,2020-04-01,3
UK801,2020-04-16,2020-04-16,1
UK217,2020-05-01,2020-05-19,4
UK944,2020-04-02,2020-04-16,3
UK642,2020-03-23,2020-04-08,4
UK1174,2020-04-02,2020-05-13,2
UK176,2020-05-06,2020-05-06,1
UK271,2020-04-02,2020-04-26,8
UK1074,2020-04-22,2020-05-07,2
UK598,2020-03-22,2020-04-14,8
UK695,2020-03-25,2020-04-12,16
UK5101,2020-04-14,2020-04-14,1
UK633,2020-04-03,2020-04-28,8
UK465,2020-04-04,2020-04-04,1
UK325,2020-04-02,2020-04-02,1
UK713,2020-04-03,2020-04-30,5
UK760,2020-04-01,2020-04-01,1
UK996,2020-05-12,2020-05-12,1
UK5409,2020-03-30,2020-04-30,2
UK415,2020-04-19,2020-05-06,11
UK460,2020-04-07,2020-04-30,3
UK2267,2020-03-29,2020-03-29,1
UK248,2020-05-04,2020-05-04,1
UK5308,2020-04-29,2020-05-01,8
UK492,2020-03-27,2020-05-04,3
UK2073,2020-04-28,2020-04-28,1
UK620,2020-04-30,2020-04-30,1
UK766,2020-03-30,2020-03-30,1
UK258,2020-03-30,2020-03-30,1
UK79,2020-03-24,2020-05-05,35
UK356,2020-03-31,2020-03-31,1
UK579,2020-03-20,2020-03-30,4
UK602,2020-03-20,2020-04-02,13
UK575,2020-03-14,2020-04-16,9
UK795,2020-03-31,2020-03-31,1
UK22,2020-03-02,2020-04-21,11
UK458,2020-03-31,2020-03-31,1
UK471,2020-03-31,2020-03-31,1
UK674,2020-05-06,2020-05-06,1
UK637,2020-05-07,2020-05-07,2
UK3029,2020-04-05,2020-05-07,4
UK369,2020-03-22,2020-04-11,8
UK2010,2020-03-31,2020-03-31,1
UK5502,2020-04-28,2020-04-28,1
UK4125,2020-03-27,2020-04-30,2
UK2195,2020-04-01,2020-04-29,3
UK1867,2020-03-18,2020-04-30,6
UK309,2020-05-17,2020-05-17,1
UK402,2020-03-31,2020-03-31,1
UK744,2020-03-26,2020-03-29,4
UK359,2020-03-20,2020-04-20,3
UK508,2020-03-24,2020-04-01,2
UK507,2020-03-18,2020-04-30,12
UK5403,2020-03-27,2020-03-27,1
UK3493,2020-03-31,2020-04-20,4
UK1863,2020-03-26,2020-03-26,1
UK830,2020-04-19,2020-04-19,1
UK4474,2020-03-29,2020-04-11,3
UK5414,2020-04-14,2020-04-14,1
UK81,2020-04-21,2020-04-21,1
UK1291,2020-03-12,2020-05-03,4
UK512,2020-03-26,2020-04-23,2
UK2009,2020-04-10,2020-04-10,1
UK1212,2020-04-09,2020-04-09,1
UK408,2020-04-10,2020-04-10,1
UK209,2020-03-22,2020-03-22,1
UK291,2020-03-29,2020-05-14,12
UK1223,2020-04-21,2020-04-21,1
UK149,2020-04-16,2020-04-16,1
UK147,2020-03-18,2020-04-17,3
UK140,2020-04-14,2020-04-23,4
UK150,2020-04-07,2020-04-27,3
UK546,2020-04-27,2020-04-27,1
UK157,2020-04-27,2020-04-27,1
UK185,2020-03-10,2020-05-15,6
UK5128,2020-04-18,2020-04-18,1
UK231,2020-03-22,2020-04-17,4
UK417,2020-04-10,2020-04-10,1
UK649,2020-04-11,2020-04-11,1
UK703,2020-04-08,2020-04-08,1
UK1899,2020-04-06,2020-04-10,4
UK374,2020-04-07,2020-04-17,4
UK475,2020-04-10,2020-04-10,1
UK562,2020-03-12,2020-04-09,3
UK826,2020-03-28,2020-03-28,1
UK762,2020-03-27,2020-03-27,1
UK520,2020-03-14,2020-04-08,7
UK139,2020-03-18,2020-04-25,2
UK62,2020-03-28,2020-03-28,1
UK5445,2020-05-04,2020-05-04,1
UK92,2020-05-11,2020-05-11,1
UK345,2020-05-04,2020-05-05,2
UK1963,2020-03-30,2020-04-02,2
UK821,2020-03-29,2020-03-29,1
UK132,2020-03-27,2020-04-30,13
UK48,2020-04-06,2020-04-06,1
UK1729,2020-03-31,2020-04-07,3
UK243,2020-03-18,2020-04-12,6
UK322,2020-04-13,2020-04-13,1
UK576,2020-04-16,2020-04-16,1
UK771,2020-04-08,2020-04-10,3
UK522,2020-04-18,2020-04-18,1
UK672,2020-04-16,2020-04-16,1
UK763,2020-04-18,2020-04-18,1
UK193,2020-03-30,2020-05-01,12
UK4524,2020-04-29,2020-04-29,1
UK521,2020-03-31,2020-05-01,6
UK54,2020-03-11,2020-04-02,7
UK4658,2020-03-13,2020-04-10,8
UK789,2020-03-15,2020-03-15,1
UK171,2020-03-31,2020-04-21,7
UK5661,2020-03-20,2020-04-02,3
UK635,2020-04-18,2020-04-18,1
UK548,2020-03-14,2020-03-30,8
UK798,2020-03-26,2020-03-26,1
UK487,2020-03-24,2020-03-24,1
UK949,2020-03-25,2020-03-27,2
UK216,2020-04-02,2020-04-29,5
UK366,2020-05-08,2020-05-08,1
UK5324,2020-04-12,2020-04-15,2
UK2204,2020-04-11,2020-04-21,3
UK434,2020-04-10,2020-04-10,1
UK777,2020-04-01,2020-04-14,6
UK491,2020-03-03,2020-04-03,9
UK553,2020-04-08,2020-04-08,1
UK3027,2020-04-07,2020-04-11,2
UK390,2020-03-27,2020-05-01,7
UK812,2020-04-03,2020-04-03,1
UK19,2020-04-16,2020-04-16,1
UK2023,2020-04-10,2020-04-10,1
UK69,2020-04-02,2020-04-03,2
UK954,2020-04-02,2020-04-29,2
UK201,2020-04-30,2020-04-30,1
UK373,2020-04-07,2020-05-03,2
UK241,2020-03-22,2020-04-16,31
UK459,2020-03-28,2020-03-28,1
UK833,2020-04-25,2020-05-10,4
UK490,2020-04-03,2020-05-02,7
UK593,2020-03-24,2020-03-24,1
UK446,2020-04-14,2020-04-14,1
UK145,2020-04-09,2020-04-14,4
UK734,2020-04-13,2020-04-13,1
UK323,2020-03-12,2020-05-06,8
UK1613,2020-04-21,2020-04-21,1
UK301,2020-04-18,2020-04-18,1
UK610,2020-03-26,2020-05-05,5
UK112,2020-04-16,2020-05-04,5
UK2047,2020-04-28,2020-04-28,1
UK3248,2020-04-17,2020-04-26,4
UK1846,2020-03-22,2020-03-22,1
UK1903,2020-03-24,2020-03-24,1
UK10,2020-03-17,2020-04-07,5
UK5518,2020-03-24,2020-03-24,1
UK552,2020-03-18,2020-03-30,6
UK700,2020-03-19,2020-03-27,3
UK49,2020-03-12,2020-05-01,14
UK5548,2020-03-24,2020-03-24,1
UK137,2020-03-09,2020-03-31,14
UK104,2020-03-26,2020-03-26,1
UK707,2020-03-25,2020-03-25,1
UK225,2020-05-01,2020-05-01,1
UK749,2020-04-20,2020-04-27,2
UK300,2020-04-04,2020-04-04,1
UK404,2020-03-01,2020-04-19,32
UK4458,2020-03-25,2020-04-12,2
UK295,2020-03-25,2020-03-25,1
UK249,2020-03-26,2020-03-26,1
UK88,2020-04-22,2020-04-27,2
UK470,2020-04-04,2020-04-19,5
UK736,2020-03-25,2020-03-25,1
UK307,2020-03-21,2020-03-21,1
UK131,2020-03-11,2020-04-14,38
UK505,2020-03-26,2020-04-13,5
UK532,2020-03-29,2020-03-29,1
UK693,2020-03-17,2020-03-25,5
UK539,2020-03-24,2020-03-29,2
UK4475,2020-03-23,2020-03-23,1
UK3120,2020-03-30,2020-03-30,1
UK1083,2020-03-21,2020-03-21,1
UK804,2020-03-31,2020-03-31,1
UK2063,2020-03-25,2020-03-25,1
UK4453,2020-03-14,2020-03-14,1
UK811,2020-03-14,2020-03-14,1
UK564,2020-03-23,2020-03-23,1
UK559,2020-03-14,2020-03-14,1
UK823,2020-03-25,2020-03-25,1
UK284,2020-04-02,2020-04-25,9
UK802,2020-04-20,2020-04-26,2
UK227,2020-04-26,2020-04-26,1
UK772,2020-03-27,2020-03-27,1
UK1320,2020-03-20,2020-04-22,2
UK498,2020-03-27,2020-04-24,4
UK180,2020-03-25,2020-04-03,4
UK737,2020-03-25,2020-03-25,1
UK2,2020-03-22,2020-03-28,2
UK648,2020-03-28,2020-03-28,1
UK298,2020-03-21,2020-04-04,2
UK136,2020-03-26,2020-03-26,1
UK675,2020-03-26,2020-03-26,1
UK545,2020-03-22,2020-04-14,5
UK953,2020-03-10,2020-03-26,4
UK738,2020-03-31,2020-04-20,3
UK657,2020-04-20,2020-04-20,1
UK609,2020-04-24,2020-04-24,1
UK5217,2020-04-21,2020-04-21,1
UK310,2020-04-01,2020-04-20,5
UK337,2020-04-20,2020-04-20,1
UK628,2020-03-31,2020-04-03,2
UK406,2020-04-10,2020-04-10,1
UK211,2020-04-04,2020-04-04,1
UK2115,2020-04-03,2020-04-03,1
UK181,2020-04-16,2020-04-16,1
UK1321,2020-04-07,2020-04-07,1
UK452,2020-04-13,2020-04-13,1
UK251,2020-04-06,2020-04-13,2
UK1790,2020-04-02,2020-04-02,1
UK5636,2020-04-02,2020-04-12,2
UK266,2020-04-06,2020-04-30,11
UK166,2020-03-30,2020-04-30,2
UK189,2020-04-04,2020-05-03,2
UK3189,2020-04-09,2020-04-09,1
UK363,2020-04-13,2020-04-14,4
UK2028,2020-03-24,2020-04-16,4
UK1619,2020-03-28,2020-03-28,2
UK3194,2020-04-29,2020-04-29,1
UK4495,2020-04-16,2020-04-16,1
UK318,2020-04-12,2020-04-12,1
UK4528,2020-03-22,2020-03-22,1
UK41,2020-03-24,2020-03-24,1
UK454,2020-03-22,2020-04-29,9
UK709,2020-04-06,2020-04-14,2
UK3341,2020-04-11,2020-04-11,1
UK423,2020-03-30,2020-04-16,3
UK246,2020-04-18,2020-04-28,2
UK398,2020-04-29,2020-04-29,1
UK594,2020-04-20,2020-05-01,8
UK461,2020-04-14,2020-04-14,1
UK453,2020-04-17,2020-04-17,1
UK688,2020-04-17,2020-04-17,1
UK592,2020-04-24,2020-04-24,1
UK1954,2020-04-23,2020-04-23,1
UK259,2020-04-21,2020-04-21,1
UK219,2020-04-18,2020-04-25,2
UK767,2020-04-05,2020-04-19,7
UK724,2020-03-30,2020-04-21,3
UK815,2020-04-21,2020-04-21,1
UK1606,2020-04-06,2020-04-21,2
UK1859,2020-03-31,2020-04-18,3
UK1260,2020-03-20,2020-04-18,2
UK4358,2020-03-11,2020-04-21,4
