Name,oldest_sequence,newest_sequence,number_taxa
UK5084,2020-04-03,2020-04-06,2
UK193,2020-04-06,2020-04-06,1
UK330,2020-04-07,2020-04-07,1
UK103,2020-04-05,2020-04-05,1
UK537,2020-03-30,2020-04-06,2
UK463,2020-04-03,2020-04-03,1
UK244,2020-04-04,2020-04-04,1
UK451,2020-03-25,2020-04-05,6
UK1730,2020-04-04,2020-04-04,1
UK3071,2020-04-01,2020-04-01,1
UK464,2020-03-30,2020-03-31,2
UK494,2020-03-31,2020-03-31,1
UK341,2020-04-01,2020-04-01,1
UK82,2020-03-31,2020-04-01,2
UK800,2020-03-31,2020-03-31,1
UK666,2020-03-30,2020-03-30,1
UK1705,2020-03-31,2020-03-31,1
UK95,2020-03-30,2020-03-30,1
UK324,2020-04-01,2020-04-01,1
UK1397,2020-03-31,2020-03-31,1
UK340,2020-03-24,2020-03-24,1
UK262,2020-03-27,2020-03-27,1
UK335,2020-03-30,2020-03-30,1
UK5649,2020-03-30,2020-04-01,2
UK59,2020-03-25,2020-03-25,1
UK557,2020-04-01,2020-04-01,1
UK180,2020-04-03,2020-04-03,1
UK349,2020-03-31,2020-03-31,1
UK186,2020-03-27,2020-03-27,1
UK1817,2020-03-31,2020-03-31,1
UK294,2020-03-30,2020-03-30,1
UK37,2020-04-01,2020-04-01,1
UK273,2020-04-01,2020-04-01,1
UK5307,2020-03-08,2020-03-13,2
UK5098,2020-03-10,2020-03-10,1
UK3295,2020-03-11,2020-03-11,1
UK5325,2020-03-20,2020-03-20,1
UK1320,2020-03-20,2020-03-20,1
UK4324,2020-03-25,2020-03-25,1
UK26,2020-03-20,2020-03-20,1
UK650,2020-03-20,2020-03-20,1
UK71,2020-03-25,2020-03-25,1
UK437,2020-03-25,2020-03-25,2
UK70,2020-03-19,2020-03-19,1
UK5664,2020-03-19,2020-03-19,1
UK1854,2020-03-19,2020-03-19,1
UK29,2020-03-17,2020-03-17,1
UK56,2020-03-18,2020-03-18,1
UK97,2020-03-17,2020-03-17,1
UK604,2020-03-17,2020-03-17,2
UK379,2020-03-12,2020-03-12,1
