Name,oldest_sequence,newest_sequence,number_taxa
UK330,2020-03-23,2020-04-13,6
UK680,2020-04-05,2020-04-14,6
UK138,2020-03-23,2020-04-26,33
UK765,2020-04-11,2020-04-18,3
UK2915,2020-04-07,2020-04-15,4
UK3249,2020-04-15,2020-04-15,1
UK183,2020-03-29,2020-04-23,26
UK341,2020-03-23,2020-04-12,8
UK576,2020-04-02,2020-04-14,4
UK3250,2020-04-15,2020-04-15,2
UK2160,2020-04-14,2020-04-14,1
UK1976,2020-04-15,2020-04-15,1
UK2161,2020-04-14,2020-04-14,1
UK3251,2020-04-13,2020-04-13,1
UK3252,2020-04-17,2020-04-17,1
UK5571,2020-03-29,2020-04-16,3
UK3253,2020-04-15,2020-04-15,1
UK3254,2020-04-16,2020-04-16,1
UK2923,2020-04-15,2020-04-15,1
UK241,2020-03-22,2020-04-16,28
UK952,2020-04-12,2020-04-14,3
UK1886,2020-04-13,2020-04-13,1
UK566,2020-04-03,2020-04-15,6
UK1336,2020-04-13,2020-04-13,1
UK4464,2020-04-16,2020-04-16,1
UK559,2020-04-05,2020-04-17,4
UK4508,2020-04-13,2020-04-13,1
UK4465,2020-04-16,2020-04-16,1
UK1337,2020-04-13,2020-04-13,1
UK2585,2020-04-16,2020-04-16,1
UK3255,2020-04-14,2020-04-14,1
UK3256,2020-04-14,2020-04-14,1
UK4676,2020-04-14,2020-04-14,1
UK3257,2020-04-13,2020-04-13,1
UK3258,2020-04-16,2020-04-16,1
UK2936,2020-04-17,2020-04-17,1
UK3259,2020-04-16,2020-04-16,1
UK508,2020-04-02,2020-04-16,2
UK4539,2020-04-12,2020-04-12,1
UK481,2020-03-30,2020-04-14,6
UK335,2020-03-25,2020-04-15,8
UK2942,2020-04-14,2020-04-14,1
UK2803,2020-04-16,2020-04-16,1
UK3260,2020-04-17,2020-04-17,1
UK992,2020-04-14,2020-04-14,1
UK1738,2020-04-15,2020-04-15,1
UK3261,2020-04-17,2020-04-17,1
UK4688,2020-04-15,2020-04-15,1
UK585,2020-04-02,2020-04-14,4
UK4689,2020-04-17,2020-04-17,1
UK3262,2020-04-16,2020-04-16,1
UK3263,2020-04-16,2020-04-16,1
UK2739,2020-04-17,2020-04-17,1
UK452,2020-03-30,2020-04-15,4
UK2956,2020-04-16,2020-04-16,1
UK3264,2020-04-17,2020-04-17,1
UK482,2020-04-13,2020-04-15,3
UK883,2020-04-11,2020-04-15,2
UK267,2020-03-26,2020-04-14,4
UK206,2020-03-22,2020-04-19,7
UK509,2020-04-03,2020-04-17,4
UK2162,2020-04-16,2020-04-16,1
UK1959,2020-04-13,2020-04-13,1
UK3265,2020-04-14,2020-04-14,1
UK4466,2020-04-14,2020-04-14,1
UK2163,2020-04-14,2020-04-14,1
UK336,2020-04-01,2020-04-21,3
UK102,2020-03-10,2020-04-16,6
UK1680,2020-04-16,2020-04-16,2
UK3008,2020-04-14,2020-04-14,1
UK3266,2020-04-14,2020-04-14,1
UK624,2020-04-05,2020-04-15,2
UK510,2020-04-02,2020-04-16,7
UK525,2020-03-30,2020-04-12,5
UK5904,2020-04-10,2020-04-10,1
UK4690,2020-04-17,2020-04-17,1
UK3269,2020-04-08,2020-04-08,1
UK5086,2020-04-20,2020-04-20,1
UK1018,2020-04-20,2020-04-21,11
UK3270,2020-04-16,2020-04-16,1
UK2577,2020-04-21,2020-04-21,1
UK2599,2020-04-09,2020-04-09,1
UK3271,2020-04-18,2020-04-18,2
UK3272,2020-04-19,2020-04-19,2
UK3273,2020-04-14,2020-04-14,1
UK3274,2020-04-13,2020-04-13,1
UK107,2020-03-15,2020-04-21,68
UK3275,2020-04-07,2020-04-07,1
UK3025,2020-04-20,2020-04-20,1
UK5632,2020-02-25,2020-04-19,2
UK3276,2020-04-14,2020-04-14,1
UK3277,2020-04-20,2020-04-20,1
UK242,2020-03-26,2020-04-20,10
UK3278,2020-04-09,2020-04-09,1
UK1627,2020-04-10,2020-04-10,1
UK1505,2020-04-28,2020-04-28,1
UK1628,2020-04-27,2020-04-27,1
UK1751,2020-04-27,2020-04-27,1
UK1497,2020-04-28,2020-04-28,1
UK1972,2020-04-27,2020-04-27,2
UK2178,2020-04-27,2020-04-27,1
UK446,2020-04-08,2020-04-24,4
UK3279,2020-04-26,2020-04-26,1
UK3267,2020-04-12,2020-04-12,1
UK3246,2020-04-13,2020-04-13,1
UK3268,2020-04-13,2020-04-13,1
UK2681,2020-04-09,2020-04-09,1
UK959,2020-04-12,2020-04-12,2
UK3282,2020-04-12,2020-04-12,1
UK403,2020-03-23,2020-04-15,17
UK2545,2020-04-02,2020-04-13,3
UK450,2020-03-30,2020-04-15,3
UK3006,2020-04-15,2020-04-15,1
UK512,2020-03-30,2020-04-13,6
UK3283,2020-04-16,2020-04-16,1
UK523,2020-04-01,2020-04-23,3
UK284,2020-04-02,2020-04-25,6
UK4285,2020-04-10,2020-04-20,3
UK3284,2020-04-12,2020-04-12,1
UK3294,2020-04-16,2020-04-16,1
UK1002,2020-04-12,2020-04-12,1
UK1004,2020-04-15,2020-04-15,1
UK4540,2020-04-13,2020-04-13,1
UK890,2020-04-07,2020-04-15,3
UK447,2020-04-05,2020-04-21,6
UK3296,2020-04-16,2020-04-16,1
UK2179,2020-04-12,2020-04-12,1
UK5572,2020-04-02,2020-04-02,1
UK842,2020-03-26,2020-03-31,2
UK5265,2020-04-02,2020-04-02,1
UK1263,2020-04-06,2020-04-06,1
UK3297,2020-04-06,2020-04-06,1
UK240,2020-03-16,2020-04-11,11
UK1264,2020-04-11,2020-04-11,1
UK3320,2020-04-10,2020-04-10,1
UK245,2020-04-06,2020-04-25,2
UK1615,2020-04-25,2020-04-25,1
UK2807,2020-04-25,2020-04-25,1
UK3350,2020-04-23,2020-04-23,1
UK2202,2020-03-25,2020-04-20,2
UK3351,2020-04-20,2020-04-20,1
UK4716,2020-04-20,2020-04-20,1
UK25,2020-04-19,2020-04-19,1
UK310,2020-04-01,2020-04-20,3
UK884,2020-04-18,2020-04-19,2
UK1632,2020-04-12,2020-04-12,1
UK3352,2020-04-18,2020-04-18,1
UK3353,2020-04-18,2020-04-18,1
UK3354,2020-04-18,2020-04-18,1
UK540,2020-04-09,2020-04-22,7
UK3355,2020-04-20,2020-04-20,1
UK2203,2020-04-21,2020-04-21,1
UK3356,2020-04-21,2020-04-21,1
UK3357,2020-04-19,2020-04-19,1
UK5905,2020-04-23,2020-04-23,1
UK597,2020-04-08,2020-04-19,2
UK3358,2020-04-21,2020-04-21,1
UK2666,2020-04-17,2020-04-17,1
UK4548,2020-04-25,2020-04-25,1
UK3359,2020-04-27,2020-04-27,1
UK3919,2020-03-13,2020-04-25,2
UK5216,2020-04-19,2020-04-19,1
UK506,2020-04-19,2020-04-19,1
UK1926,2020-04-19,2020-04-19,1
UK3321,2020-04-19,2020-04-19,1
UK2588,2020-04-19,2020-04-19,1
UK3322,2020-04-19,2020-04-19,1
UK1681,2020-03-29,2020-03-29,1
UK943,2020-03-25,2020-03-27,2
UK920,2020-03-27,2020-03-30,2
UK1338,2020-03-28,2020-03-28,1
UK438,2020-03-26,2020-04-11,3
UK2199,2020-03-29,2020-03-29,1
UK3324,2020-03-27,2020-03-27,1
UK5841,2020-03-27,2020-04-01,2
UK1735,2020-03-23,2020-03-27,2
UK3325,2020-03-26,2020-03-26,1
UK5906,2020-03-29,2020-03-29,1
UK644,2020-03-16,2020-03-26,5
UK2983,2020-03-29,2020-03-29,1
UK5573,2020-03-27,2020-03-27,1
UK2974,2020-03-28,2020-03-28,1
UK2949,2020-03-30,2020-03-30,1
UK3326,2020-03-26,2020-03-26,1
UK1339,2020-03-25,2020-03-25,1
UK318,2020-03-20,2020-04-10,8
UK1800,2020-03-29,2020-03-29,1
UK678,2020-03-16,2020-03-25,3
UK4693,2020-03-30,2020-03-30,1
UK659,2020-03-21,2020-03-30,6
UK1616,2020-03-26,2020-03-26,1
UK1630,2020-03-25,2020-03-25,1
UK4401,2020-03-25,2020-03-25,1
UK1056,2020-03-30,2020-03-30,1
UK3327,2020-03-26,2020-03-26,1
UK4544,2020-03-29,2020-03-29,1
UK2919,2020-03-28,2020-03-28,1
UK4545,2020-03-29,2020-03-29,1
UK489,2020-03-23,2020-04-07,6
UK4489,2020-03-25,2020-03-25,1
UK816,2020-03-27,2020-04-02,3
UK3328,2020-03-30,2020-03-30,1
UK1019,2020-03-26,2020-03-27,2
UK3329,2020-03-26,2020-03-26,1
UK3330,2020-03-08,2020-03-26,3
UK766,2020-03-29,2020-04-05,2
UK490,2020-03-20,2020-04-04,5
UK3331,2020-03-28,2020-03-28,1
UK601,2020-03-27,2020-04-07,2
UK4486,2020-03-28,2020-03-28,1
UK2844,2020-03-30,2020-03-30,1
UK1189,2020-03-30,2020-03-30,1
UK5740,2020-03-02,2020-03-26,2
UK3332,2020-03-30,2020-03-30,1
UK4546,2020-03-25,2020-03-25,1
UK4694,2020-03-27,2020-03-27,1
UK1734,2020-03-28,2020-03-28,1
UK1057,2020-03-26,2020-03-26,1
UK2954,2020-03-26,2020-03-26,1
UK820,2020-03-26,2020-04-01,2
UK4696,2020-03-25,2020-03-25,1
UK4513,2020-03-26,2020-03-26,1
UK2166,2020-03-31,2020-03-31,1
UK3333,2020-03-31,2020-03-31,1
UK3334,2020-03-28,2020-03-28,1
UK4713,2020-03-25,2020-03-25,1
UK4547,2020-03-28,2020-03-28,1
UK215,2020-03-25,2020-04-21,2
UK2969,2020-03-31,2020-03-31,1
UK4506,2020-03-28,2020-03-28,1
UK3335,2020-03-24,2020-03-24,1
UK1265,2020-03-26,2020-03-26,1
UK692,2020-03-04,2020-04-03,7
UK2959,2020-03-27,2020-03-27,1
UK3336,2020-03-26,2020-04-21,2
UK3053,2020-03-29,2020-03-29,1
UK3567,2020-03-30,2020-03-30,1
UK3337,2020-03-25,2020-03-25,1
UK2950,2020-03-27,2020-03-27,1
UK3339,2020-03-27,2020-03-27,1
UK751,2020-03-26,2020-04-02,3
UK4786,2020-03-26,2020-04-04,3
UK3007,2020-03-30,2020-03-30,1
UK2984,2020-03-26,2020-03-26,1
UK1340,2020-03-25,2020-03-25,1
UK2741,2020-03-25,2020-03-25,1
UK2988,2020-03-26,2020-03-26,1
UK2985,2020-03-31,2020-03-31,1
UK3340,2020-03-25,2020-03-25,1
UK2173,2020-03-27,2020-03-27,1
UK2962,2020-03-25,2020-03-25,1
UK3010,2020-03-30,2020-03-30,1
UK1801,2020-03-28,2020-03-28,1
UK596,2020-03-25,2020-04-05,2
UK3011,2020-03-25,2020-03-25,1
UK2768,2020-03-25,2020-03-25,1
UK5715,2020-02-13,2020-04-22,16
UK768,2020-03-23,2020-03-30,3
UK3004,2020-03-30,2020-03-30,1
UK483,2020-03-26,2020-04-10,4
UK729,2020-03-21,2020-03-29,3
UK2999,2020-03-29,2020-03-29,1
UK3343,2020-03-29,2020-03-29,1
UK3344,2020-03-27,2020-03-27,1
UK1682,2020-03-27,2020-03-27,1
UK896,2020-03-26,2020-03-30,3
UK2961,2020-03-30,2020-03-30,1
UK3345,2020-03-29,2020-03-29,1
UK3346,2020-03-25,2020-03-25,1
UK1341,2020-03-30,2020-03-30,1
UK4715,2020-03-26,2020-03-26,1
UK2201,2020-03-29,2020-03-29,1
UK1342,2020-03-26,2020-03-26,1
UK2172,2020-03-25,2020-03-25,1
UK3347,2020-03-29,2020-03-29,1
UK5183,2020-03-26,2020-03-26,1
UK730,2020-03-26,2020-04-03,5
UK2952,2020-03-26,2020-03-26,1
UK316,2020-03-15,2020-04-05,4
UK1631,2020-03-27,2020-03-27,1
UK2167,2020-03-26,2020-03-26,1
UK2980,2020-03-27,2020-03-27,1
UK821,2020-03-25,2020-03-31,2
UK553,2020-03-19,2020-03-31,3
UK1708,2020-03-27,2020-03-27,1
UK3348,2020-03-26,2020-03-26,1
UK3349,2020-03-26,2020-03-26,1
UK4482,2020-03-28,2020-03-28,1
UK777,2020-03-22,2020-03-29,2
UK539,2020-04-05,2020-04-18,3
UK5716,2020-04-05,2020-04-19,4
UK5631,2020-03-14,2020-04-18,2
UK1343,2020-03-22,2020-03-22,1
UK621,2020-03-23,2020-03-23,1
UK469,2020-04-03,2020-04-03,1
UK4718,2020-04-06,2020-04-06,1
UK2550,2020-04-06,2020-04-06,1
UK11,2020-04-06,2020-04-09,2
UK1933,2020-04-06,2020-04-06,1
UK2619,2020-04-06,2020-04-06,1
UK2557,2020-04-06,2020-04-06,1
UK2695,2020-04-03,2020-04-03,1
UK556,2020-03-25,2020-04-06,2
UK868,2020-04-20,2020-04-24,2
UK1724,2020-04-24,2020-04-24,1
UK1558,2020-04-24,2020-04-24,1
UK1559,2020-04-21,2020-04-21,1
UK3372,2020-04-19,2020-04-19,1
UK5490,2020-03-21,2020-03-21,1
UK689,2020-03-05,2020-04-07,13
UK2875,2020-03-21,2020-03-21,1
UK1190,2020-03-19,2020-03-19,1
UK3373,2020-03-24,2020-03-24,1
UK424,2020-03-13,2020-03-26,2
UK5907,2020-03-22,2020-03-22,1
UK1633,2020-03-24,2020-03-24,1
UK1607,2020-03-20,2020-03-20,1
UK1345,2020-03-26,2020-03-26,1
UK1669,2020-03-19,2020-03-19,1
UK557,2020-03-27,2020-04-08,3
UK2209,2020-03-23,2020-03-23,1
UK2876,2020-03-24,2020-03-24,1
UK1990,2020-03-26,2020-03-26,1
UK1073,2020-03-20,2020-03-20,1
UK333,2020-03-04,2020-03-25,3
UK3374,2020-03-26,2020-03-26,1
UK5908,2020-03-26,2020-03-26,1
UK681,2020-04-01,2020-04-10,2
UK5574,2020-03-25,2020-03-25,1
UK3371,2020-04-11,2020-04-11,1
UK3247,2020-04-01,2020-04-01,1
UK3375,2020-04-21,2020-04-21,1
UK5184,2020-04-19,2020-04-19,1
UK832,2020-04-14,2020-04-19,3
UK3376,2020-04-22,2020-04-22,1
UK3360,2020-04-23,2020-04-23,1
UK1058,2020-04-22,2020-04-22,1
UK3361,2020-04-04,2020-04-04,1
UK2642,2020-04-04,2020-04-04,1
UK1908,2020-04-04,2020-04-04,1
UK2205,2020-04-04,2020-04-04,1
UK3362,2020-04-04,2020-04-04,1
UK3363,2020-04-04,2020-04-04,1
UK3364,2020-04-04,2020-04-04,1
UK4717,2020-04-04,2020-04-04,1
UK2549,2020-04-21,2020-04-21,1
UK3365,2020-04-22,2020-04-22,1
UK5909,2020-04-02,2020-04-02,1
UK2530,2020-03-24,2020-03-24,1
UK3366,2020-03-26,2020-03-26,1
UK5137,2020-04-04,2020-04-04,1
UK915,2020-03-25,2020-03-28,2
UK384,2020-03-14,2020-04-02,21
UK1709,2020-03-25,2020-03-25,1
UK3367,2020-04-19,2020-04-19,1
UK2808,2020-04-21,2020-04-21,1
UK3368,2020-04-19,2020-04-19,1
UK3016,2020-04-21,2020-04-21,1
UK5129,2020-04-21,2020-04-21,1
UK2207,2020-04-21,2020-04-21,1
UK3137,2020-04-23,2020-04-23,1
UK3370,2020-04-22,2020-04-22,1
UK2208,2020-04-23,2020-04-23,1
UK3584,2020-04-10,2020-04-10,1
UK2587,2020-04-10,2020-04-10,1
UK631,2020-04-12,2020-04-12,1
UK514,2020-03-30,2020-04-13,19
UK2622,2020-04-10,2020-04-10,1
UK311,2020-03-20,2020-04-11,9
UK2637,2020-04-07,2020-04-07,1
UK3378,2020-04-08,2020-04-08,1
UK1858,2020-04-09,2020-04-09,1
UK921,2020-04-05,2020-04-05,1
UK2688,2020-04-08,2020-04-08,1
UK4719,2020-04-07,2020-04-07,1
UK2809,2020-04-06,2020-04-06,1
UK2810,2020-04-09,2020-04-09,1
UK812,2020-04-07,2020-04-13,4
UK2604,2020-04-07,2020-04-07,1
UK608,2020-04-11,2020-04-11,1
UK3379,2020-04-04,2020-04-04,1
UK2616,2020-03-30,2020-03-30,1
UK382,2020-03-24,2020-04-12,3
UK5575,2020-04-04,2020-04-09,3
UK3380,2020-04-05,2020-04-05,1
UK2598,2020-04-07,2020-04-07,1
UK263,2020-03-20,2020-04-13,6
UK1806,2020-04-07,2020-04-07,1
UK2210,2020-03-29,2020-03-29,1
UK2709,2020-04-11,2020-04-11,1
UK1101,2020-04-09,2020-04-09,1
UK5576,2020-04-07,2020-04-07,1
UK2573,2020-04-11,2020-04-11,1
UK2644,2020-04-06,2020-04-06,1
UK848,2020-04-07,2020-04-12,2
UK2649,2020-04-07,2020-04-07,1
UK3381,2020-04-05,2020-04-05,1
UK3382,2020-04-05,2020-04-05,1
UK846,2020-04-11,2020-04-11,1
UK2597,2020-04-08,2020-04-08,1
UK629,2020-03-23,2020-04-13,7
UK4720,2020-04-08,2020-04-08,1
UK885,2020-04-08,2020-04-12,3
UK725,2020-04-04,2020-04-12,3
UK2823,2020-04-09,2020-04-09,1
UK1008,2020-03-20,2020-03-20,1
UK3383,2020-04-13,2020-04-13,1
UK3384,2020-04-09,2020-04-09,1
UK4721,2020-04-07,2020-04-07,1
UK805,2020-03-28,2020-03-30,2
UK2679,2020-03-28,2020-03-28,1
UK2603,2020-04-10,2020-04-10,1
UK2663,2020-04-07,2020-04-07,1
UK4550,2020-04-05,2020-04-05,1
UK5219,2020-04-08,2020-04-08,1
UK2621,2020-04-09,2020-04-09,1
UK2617,2020-04-07,2020-04-07,1
UK2827,2020-04-12,2020-04-12,1
UK3031,2020-04-07,2020-04-07,1
UK3385,2020-04-13,2020-04-13,1
UK2575,2020-04-13,2020-04-13,1
UK3386,2020-04-07,2020-04-07,2
UK3387,2020-04-07,2020-04-07,1
UK4451,2020-03-27,2020-03-27,1
UK2569,2020-04-01,2020-04-01,1
UK2623,2020-04-12,2020-04-12,1
UK2564,2020-04-11,2020-04-11,1
UK2606,2020-04-08,2020-04-08,1
UK3389,2020-04-12,2020-04-12,1
UK2665,2020-04-10,2020-04-10,1
UK1987,2020-04-10,2020-04-10,1
UK2713,2020-04-05,2020-04-05,1
UK3390,2020-04-10,2020-04-10,1
UK2712,2020-04-11,2020-04-11,1
UK5185,2020-04-05,2020-04-05,1
UK2632,2020-04-09,2020-04-09,1
UK3391,2020-04-07,2020-04-07,1
UK2680,2020-04-07,2020-04-07,1
UK3392,2020-04-06,2020-04-06,1
UK4551,2020-03-27,2020-03-27,1
UK5577,2020-03-12,2020-03-12,1
UK714,2020-04-09,2020-04-09,1
UK4722,2020-04-09,2020-04-09,1
UK3393,2020-04-11,2020-04-11,1
UK3394,2020-04-10,2020-04-10,1
UK2701,2020-04-07,2020-04-07,1
UK414,2020-04-05,2020-04-22,10
UK150,2020-03-21,2020-04-22,16
UK285,2020-03-30,2020-04-22,8
UK453,2020-04-06,2020-04-22,2
UK1531,2020-04-21,2020-04-21,1
UK2211,2020-04-22,2020-04-22,1
UK1526,2020-04-23,2020-04-23,1
UK1518,2020-04-23,2020-04-23,1
UK3049,2020-04-23,2020-04-23,1
UK641,2020-04-12,2020-04-22,2
UK4549,2020-04-22,2020-04-22,1
UK742,2020-04-15,2020-04-22,4
UK1683,2020-04-21,2020-04-21,1
UK3377,2020-04-21,2020-04-21,1
UK5186,2020-04-23,2020-04-23,1
UK3396,2020-04-21,2020-04-21,1
UK3395,2020-04-22,2020-04-22,1
UK733,2020-03-10,2020-04-22,8
UK4552,2020-04-21,2020-04-21,1
UK5147,2020-03-29,2020-03-29,1
UK2847,2020-03-27,2020-03-27,1
UK1135,2020-03-27,2020-03-27,1
UK2877,2020-03-28,2020-03-28,1
UK2772,2020-03-31,2020-03-31,1
UK1684,2020-04-04,2020-04-04,1
UK2848,2020-04-03,2020-04-03,1
UK2849,2020-03-27,2020-03-27,1
UK620,2020-03-21,2020-04-01,2
UK3397,2020-04-08,2020-04-08,1
UK3398,2020-04-07,2020-04-07,1
UK178,2020-03-14,2020-04-13,9
UK3399,2020-04-10,2020-04-10,1
UK2997,2020-04-07,2020-04-07,1
UK645,2020-03-29,2020-04-08,9
UK3406,2020-04-08,2020-04-08,1
UK3407,2020-04-08,2020-04-08,1
UK4484,2020-04-07,2020-04-07,1
